REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY,SUBPARTS,NORMALIZED_EMISSIONS,NORMALIZED_EMISSIONS2,STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Income Indicator,Tract Income Category,Tract Race Category,Minority Percentage,Income and Tract Status?
2021,"Calpine King City Cogen, LLC",1000597,750 Metz Road,36.2257,-121.1279,King City,Monterey County,CA,93930,VOLT PARENT LP (100%),40326,C,0.006678237,0.007671554,6,53,11305,6053011305,1400000US06053011305,113.05,Census Tract 113.05,G5020,S,543936779,4614641,36.246079,-121.0176253,2,moderate income,majority-minorty,91.96,LMI and majority-minority
2021,Aera Energy Penn Zier,1012475,29010 Shell Road,36.2615718,-120.4357631,Coalinga,Fresno County,CA,93210,SHELL PETROLEUM INC (51.8%); EXXON MOBIL CORP (48.2%),31542,C,0.005223552,0.006218325,6,19,7903,6019007903,1400000US06019007903,79.03,Census Tract 79.03,G5020,S,1823994219,976972,36.204251,-120.4089333,3,middle income,majority-minorty,73.45,majority-minority only
2021,Southern California Gas Co Wheeler Ridge station,1010581,9530 Highway 166,35.059251,-119.02406,Mettler,Kern County,CA,93313,SEMPRA ENERGY  (100.0%),27896,"C,W",0.004619752,0.005615129,6,29,3304,6029003304,1400000US06029003304,33.04,Census Tract 33.04,G5020,S,1600690598,6934593,35.2582904,-119.5019126,3,middle income,majority-minorty,56.73,majority-minority only
2021,Southern California Gas Company - Honor Rancho,1005063,25205 WEST RYE CANYON ROAD,34.43993,-118.57646,VALENCIA,Los Angeles County,CA,91355,SEMPRA ENERGY  (100.0%),24397,"C,W",0.004040295,0.005036252,6,37,920121,6037920121,1400000US06037920121,9201.21,Census Tract 9201.21,G5020,S,12187583,13278,34.4468472,-118.5765302,4,upper income,majority-minorty,60.85,majority-minority only
2021,Aera Energy Metson,1005635,29235 Highway 33,35.09233,-119.407371,Maricopa,Kern County,CA,93252,SHELL PETROLEUM INC (51.8%); EXXON MOBIL CORP (48.2%),22711,C,0.003761083,0.00475732,6,29,3303,6029003303,1400000US06029003303,33.03,Census Tract 33.03,G5020,S,239558367,17569,35.0702231,-119.451887,2,moderate income,majority-white,37.79,LMI majority-white
2021,CalNRG  Santa Clara Valley Gas Plant,1005321,3824 GUIBERSON ROAD-GAS PL,34.388343,-118.796962,PIRU,Ventura County,CA,93040,CALIFORNIA RESOURCES CORP (100%),20430,"C,NN,W",0.003383335,0.00437995,6,111,9700,6111009700,1400000US06111009700,97,Census Tract 97,G5020,S,2523675163,12368892,34.602043,-119.0197918,2,moderate income,majority-minorty,77.98,LMI and majority-minority
2021,Martinez Renewable Fuel Facility,1007390,150 SOLANO WAY,38.02549,-122.06812,MARTINEZ,Contra Costa County,CA,94553,MARATHON PETROLEUM CORP (100%),18731,"C,P,PP,Y",0.00310197,0.004098866,6,13,315000,6013315000,1400000US06013315000,3150,Census Tract 3150,G5020,S,40332564,8873230,38.0389987,-122.0299974,2,moderate income,majority-minorty,69.1,LMI and majority-minority
2021,Valero Wilmington Asphalt Plant,1010774,1651 Alameda Street,33.79699,-118.23971,Wilmington,Los Angeles County,CA,90744,VALERO ENERGY CORP (100%),14446,"C,MM,Y",0.002392348,0.003389954,6,37,294120,6037294120,1400000US06037294120,2941.2,Census Tract 2941.20,G5020,S,1564713,0,33.7957904,-118.247563,1,low income,majority-minorty,98.67,LMI and majority-minority
2021,"Gilroy Energy Center, LLC",1000300,1400 PACHECO PASS HWY,36.999,-121.5363,GILROY,Santa Clara County,CA,95020,VOLT PARENT LP (100%),13863,D,0.002295799,0.003293502,6,85,512602,6085512602,1400000US06085512602,5126.02,Census Tract 5126.02,G5020,S,97183911,26244,37.0180768,-121.5244138,2,moderate income,majority-minorty,67.2,LMI and majority-minority
2021,Miramar Energy Facility,1000447,6897 CONSOLIDATED WAY,32.8769,-117.1664,SAN DIEGO,San Diego County,CA,92121,SEMPRA ENERGY INC (100.0%),11279,D,0.001867873,0.002866004,6,73,8350,6073008350,1400000US06073008350,83.5,Census Tract 83.50,G5020,S,15528713,0,32.8914562,-117.1716869,3,middle income,majority-minorty,77.41,majority-minority only
2021,Aera Energy Buena Fe,1003702,29235 Highway 33,35.09233,-119.407371,Maricopa,Kern County,CA,93252,SHELL PETROLEUM INC (51.8%); EXXON MOBIL CORP (48.2%),10346,C,0.001713362,0.002711648,6,29,3303,6029003303,1400000US06029003303,33.03,Census Tract 33.03,G5020,S,239558367,17569,35.0702231,-119.451887,2,moderate income,majority-white,37.79,LMI majority-white
2021,Aera Energy Lockwood,1012480,29235 Highway 33,35.0892,-119.4069,Maricopa,Kern County,CA,93525,SHELL PETROLEUM INC (51.8%); EXXON MOBIL CORP (48.2%),7844,C,0.001299015,0.002297715,6,29,3303,6029003303,1400000US06029003303,33.03,Census Tract 33.03,G5020,S,239558367,17569,35.0702231,-119.451887,2,moderate income,majority-white,37.79,LMI majority-white
2021,"Gilroy Energy Center, LLC for King City",1000122,51 DON BATES WAY,36.225,-121.1278,KING CITY,Monterey County,CA,93930,VOLT PARENT LP (100%),6479,D,0.001072963,0.002071889,6,53,11305,6053011305,1400000US06053011305,113.05,Census Tract 113.05,G5020,S,543936779,4614641,36.246079,-121.0176253,2,moderate income,majority-minorty,91.96,LMI and majority-minority
2021,California Resources Production Corporation  Kern Front,1005108,9522 Oilfield Road,35.49813,-119.03886,Bakersfield,Kern County,CA,93308,CALIFORNIA RESOURCES CORP (100%),0,,0,0.001,6,29,5103,6029005103,1400000US06029005103,51.03,Census Tract 51.03,G5020,S,189409640,774185,35.484358,-118.9832964,2,moderate income,majority-white,26.93,LMI majority-white
2021,California Resources Production Corporation  Lost Hills,1000289,12888 Holloway Road,35.686169,-119.801205,Lost Hills,Kern County,CA,93249,CALIFORNIA RESOURCES CORP (100%),0,,0,0.001,6,29,4500,6029004500,1400000US06029004500,45,Census Tract 45,G5020,S,2333803671,8434995,35.6497752,-119.7746623,2,moderate income,majority-minorty,95.37,LMI and majority-minority
2021,CALPINE MONTEREY COGEN,1000617,831 WALKER STREET,36.91129,-121.76838,WATSONVILLE,Santa Cruz County,CA,95076,Calpine Corporation (100%);,0,,0,0.001,6,87,110401,6087110401,1400000US06087110401,1104.01,Census Tract 1104.01,G5020,S,3940445,0,36.9004008,-121.7665098,1,low income,majority-minorty,94.62,LMI and majority-minority
2021,Creed Energy Center,1000080,6150 CREED ROAD,38.2419,-121.8551,SUISUN CITY,Solano County,CA,94585,CALPINE CORP (100%);,0,,0,0.001,6,95,253501,6095253501,1400000US06095253501,2535.01,Census Tract 2535.01,G5020,S,367197238,17247936,38.2466064,-121.7607697,3,middle income,majority-white,38.38,Mid to upper income majority-white
2021,Cuyamaca Energy Facility,1000067,200 NORTH JOHNSON AVE,32.7971,-116.972,EL CAJON,San Diego County,CA,92020,SEMPRA ENERGY INC (100%),0,,0,0.001,6,73,16202,6073016202,1400000US06073016202,162.02,Census Tract 162.02,G5020,S,6688653,0,32.8149599,-116.9711545,3,middle income,majority-minorty,59,majority-minority only
2021,Goose Haven Energy Center,1000082,3853 GOOSE HAVEN ROAD,38.2271,-121.844,SUISUN CITY,Solano County,CA,94585,CALPINE CORP (100%);,0,,0,0.001,6,95,253501,6095253501,1400000US06095253501,2535.01,Census Tract 2535.01,G5020,S,367197238,17247936,38.2466064,-121.7607697,3,middle income,majority-white,38.38,Mid to upper income majority-white
2021,Lambie Energy Center,1000081,5975 LAMBIE ROAD,38.2216,-121.8683,SUISUN CITY,Solano County,CA,94585,CALPINE CORP (100%);,0,,0,0.001,6,95,253501,6095253501,1400000US06095253501,2535.01,Census Tract 2535.01,G5020,S,367197238,17247936,38.2466064,-121.7607697,3,middle income,majority-white,38.38,Mid to upper income majority-white
2021,O L S ENERGY-AGNEWS,1005975,3800 Cisco Way,37.408333,-121.929167,SAN JOSE,Santa Clara County,CA,95134,VOLT PARENT LP (100%),0,,0,0.001,6,85,505006,6085505006,1400000US06085505006,5050.06,Census Tract 5050.06,G5020,S,14249042,0,37.3935811,-121.9211348,4,upper income,majority-minorty,77.74,majority-minority only
2021,Riverview Energy Center,1000321,795 MINAKER ROAD,38.0145,-121.7901,ANTIOCH,Contra Costa County,CA,94509,CALPINE CORP (100%);,0,,0,0.001,6,13,306002,6013306002,1400000US06013306002,3060.02,Census Tract 3060.02,G5020,S,7511883,1806211,38.007796,-121.7619259,2,moderate income,majority-minorty,68.46,LMI and majority-minority
2021,San Diego Gas and Electric -Moreno Station,1001719,14601 Virginia Street,33.90891,-117.121008,Moreno Valley,Riverside County,CA,92555,SEMPRA ENERGY INC (100.0%),0,,0,0.001,6,65,42624,6065042624,1400000US06065042624,426.24,Census Tract 426.24,G5020,S,49930247,69554,33.8897102,-117.1134304,3,middle income,majority-minorty,77.34,majority-minority only
2021,Southern California Gas Company - Aliso Canyon,1004940,12801 Tampa Avenue,34.307569,-118.551235,Northridge,Los Angeles County,CA,91326,SEMPRA ENERGY  (100.0%),0,,0,0.001,6,37,920303,6037920303,1400000US06037920303,9203.03,Census Tract 9203.03,G5020,S,51557490,11077,34.3160081,-118.6106718,4,upper income,majority-white,49.53,Mid to upper income majority-white
2021,SOUTHERN CALIFORNIA GAS COMPANY SOUTH NEEDLES STATION,1004938,24204 US-95,34.694049,-114.611213,NEEDLES,San Bernardino County,CA,92363,SEMPRA ENERGY INC (100.0%),0,,0,0.001,6,71,25100,6071025100,1400000US06071025100,251,Census Tract 251,G5020,S,7231712258,44126438,34.5022634,-114.8402004,2,moderate income,majority-white,48.97,LMI majority-white
2021,Wolfskill Energy Center,1000280,2425 CORDELIA ROAD,38.2282,-122.076,FAIRFIELD,Solano County,CA,94534,CALPINE CORP (100%);,0,,0,0.001,6,95,252402,6095252402,1400000US06095252402,2524.02,Census Tract 2524.02,G5020,S,15039229,252153,38.2205759,-122.0685278,3,middle income,majority-minorty,80.79,majority-minority only
